"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 06 22:10:29 GMT 2025","Thu Mar 06 22:10:29 GMT 2025","481","UI Tests","ui/login/login.spec.ts","Login Tests","","","Sign in page is loaded",""
